sales_key,order_id,date_key,time_key,pizza_key,weather_key,quantity,unit_price,line_revenue
11225,4928,20150324,19,28,11,1,12.0,12.0
11226,4928,20150324,19,66,11,1,20.75,20.75
11227,4928,20150324,19,43,11,1,25.5,25.5
11228,4929,20150324,19,49,11,1,12.5,12.5
11229,4929,20150324,19,37,11,1,9.75,9.75
11230,4930,20150324,19,72,11,1,18.5,18.5
11231,4930,20150324,19,69,11,1,20.75,20.75
11232,4930,20150324,19,40,11,1,12.0,12.0
11233,4931,20150324,20,2,5,1,16.75,16.75
11234,4931,20150324,20,19,5,1,12.0,12.0
11235,4932,20150324,20,50,5,1,16.5,16.5
11236,4932,20150324,20,87,5,1,20.25,20.25
11237,4933,20150324,20,2,5,1,16.75,16.75
11238,4933,20150324,20,87,5,1,20.25,20.25
11239,4933,20150324,20,66,5,1,20.75,20.75
11240,4934,20150324,20,75,5,1,17.95,17.95
11241,4935,20150324,20,5,5,1,16.75,16.75
11242,4935,20150324,20,74,5,1,14.75,14.75
11243,4935,20150324,20,80,5,1,16.75,16.75
11244,4936,20150324,21,58,10,1,12.25,12.25
11245,4937,20150324,22,22,10,1,12.0,12.0
11246,4937,20150324,22,30,10,1,20.5,20.5
11247,4938,20150324,22,19,10,1,12.0,12.0
11248,4938,20150324,22,22,10,1,12.0,12.0
11249,4938,20150324,22,30,10,1,20.5,20.5
11250,4938,20150324,22,58,10,1,12.25,12.25
11251,4939,20150324,22,27,10,1,16.5,16.5
11252,4939,20150324,22,52,10,1,12.5,12.5
11253,4939,20150324,22,57,10,1,20.75,20.75
11254,4939,20150324,22,58,10,1,12.25,12.25
11255,4940,20150324,22,30,10,1,20.5,20.5
11256,4940,20150324,22,91,10,1,12.0,12.0
11257,4940,20150324,22,95,10,1,16.0,16.0
11258,4941,20150325,11,33,6,1,20.5,20.5
11259,4942,20150325,11,3,6,1,20.75,20.75
11260,4942,20150325,11,19,6,1,12.0,12.0
11261,4942,20150325,11,34,6,1,11.0,11.0
11262,4942,20150325,11,17,6,1,16.75,16.75
11263,4943,20150325,11,80,6,1,16.75,16.75
11264,4944,20150325,11,8,6,1,16.75,16.75
11265,4945,20150325,12,30,6,1,20.5,20.5
11266,4946,20150325,12,63,6,1,20.75,20.75
11267,4946,20150325,12,88,6,1,12.5,12.5
11268,4947,20150325,12,47,6,1,16.25,16.25
11269,4947,20150325,12,27,6,1,16.5,16.5
11270,4948,20150325,12,18,6,1,20.75,20.75
11271,4949,20150325,12,74,6,1,14.75,14.75
11272,4950,20150325,12,45,6,1,23.65,23.65
11273,4950,20150325,12,23,6,1,16.0,16.0
11274,4950,20150325,12,74,6,1,14.75,14.75
11275,4951,20150325,12,5,6,1,16.75,16.75
11276,4951,20150325,12,23,6,1,16.0,16.0
11277,4951,20150325,12,74,6,1,14.75,14.75
11278,4951,20150325,12,63,6,1,20.75,20.75
11279,4952,20150325,12,4,6,1,12.75,12.75
11280,4953,20150325,13,64,6,1,12.5,12.5
11281,4954,20150325,13,84,6,1,20.25,20.25
11282,4954,20150325,13,56,6,1,16.5,16.5
11283,4955,20150325,13,23,6,1,16.0,16.0
11284,4955,20150325,13,34,6,1,11.0,11.0
11285,4955,20150325,13,61,6,1,12.5,12.5
11286,4955,20150325,13,89,6,1,16.5,16.5
11287,4955,20150325,13,68,6,1,16.5,16.5
11288,4955,20150325,13,17,6,1,16.75,16.75
11289,4956,20150325,13,23,6,1,16.0,16.0
11290,4956,20150325,13,64,6,1,12.5,12.5
11291,4957,20150325,13,54,6,1,20.75,20.75
11292,4958,20150325,13,23,6,1,16.0,16.0
11293,4959,20150325,13,15,6,1,20.75,20.75
11294,4960,20150325,13,38,6,1,12.5,12.5
11295,4961,20150325,14,60,6,1,20.25,20.25
11296,4962,20150325,14,34,6,1,11.0,11.0
11297,4962,20150325,14,43,6,1,25.5,25.5
11298,4963,20150325,14,54,6,1,20.75,20.75
11299,4964,20150325,15,5,6,1,16.75,16.75
11300,4964,20150325,15,56,6,1,16.5,16.5
11301,4965,20150325,16,12,6,1,20.75,20.75
11302,4965,20150325,16,91,6,1,12.0,12.0
11303,4966,20150325,16,23,6,1,16.0,16.0
11304,4967,20150325,17,19,6,1,12.0,12.0
11305,4967,20150325,17,75,6,1,17.95,17.95
11306,4967,20150325,17,59,6,1,16.25,16.25
11307,4968,20150325,17,19,6,1,12.0,12.0
11308,4968,20150325,17,62,6,1,16.5,16.5
11309,4968,20150325,17,14,6,1,16.75,16.75
11310,4968,20150325,17,96,6,1,20.25,20.25
11311,4969,20150325,17,12,6,1,20.75,20.75
11312,4969,20150325,17,11,6,1,16.75,16.75
11313,4969,20150325,17,87,6,1,20.25,20.25
11314,4970,20150325,17,75,6,1,17.95,17.95
11315,4970,20150325,17,29,6,1,16.0,16.0
11316,4970,20150325,17,60,6,1,20.25,20.25
11317,4970,20150325,17,66,6,1,20.75,20.75
11318,4971,20150325,17,10,6,1,12.75,12.75
11319,4971,20150325,17,65,6,1,16.5,16.5
11320,4971,20150325,17,96,6,1,20.25,20.25
11321,4971,20150325,17,94,6,1,12.0,12.0
11322,4972,20150325,17,72,6,1,18.5,18.5
11323,4972,20150325,17,51,6,1,20.75,20.75
11324,4972,20150325,17,50,6,1,16.5,16.5
11325,4973,20150325,17,5,6,1,16.75,16.75
11326,4973,20150325,17,60,6,1,20.25,20.25
11327,4974,20150325,17,6,6,1,20.75,20.75
11328,4974,20150325,17,27,6,1,16.5,16.5
11329,4974,20150325,17,84,6,1,20.25,20.25
11330,4975,20150325,18,72,6,1,18.5,18.5
11331,4976,20150325,18,25,6,1,10.5,10.5
11332,4977,20150325,18,3,6,1,20.75,20.75
11333,4977,20150325,18,6,6,1,20.75,20.75
11334,4977,20150325,18,37,6,1,9.75,9.75
11335,4978,20150325,18,1,6,1,12.75,12.75
11336,4978,20150325,18,86,6,1,16.0,16.0
11337,4978,20150325,18,66,6,1,20.75,20.75
11338,4979,20150325,18,2,6,1,16.75,16.75
11339,4979,20150325,18,75,6,1,17.95,17.95
11340,4979,20150325,18,56,6,1,16.5,16.5
11341,4979,20150325,18,63,6,1,20.75,20.75
11342,4980,20150325,19,79,6,1,12.75,12.75
11343,4980,20150325,19,60,6,1,20.25,20.25
11344,4981,20150325,19,90,6,1,20.75,20.75
11345,4981,20150325,19,93,6,1,20.25,20.25
11346,4981,20150325,19,17,6,1,16.75,16.75
11347,4982,20150325,19,18,6,1,20.75,20.75
11348,4983,20150325,19,58,6,1,12.25,12.25
11349,4983,20150325,19,62,6,1,16.5,16.5
11350,4983,20150325,19,68,6,1,16.5,16.5
11351,4984,20150325,19,72,6,1,18.5,18.5
11352,4984,20150325,19,58,6,1,12.25,12.25
11353,4985,20150325,20,86,6,1,16.0,16.0
11354,4986,20150325,20,50,6,1,16.5,16.5
11355,4987,20150325,20,8,6,1,16.75,16.75
11356,4987,20150325,20,25,6,1,10.5,10.5
11357,4987,20150325,20,84,6,1,20.25,20.25
11358,4988,20150325,20,4,6,1,12.75,12.75
11359,4988,20150325,20,83,6,1,16.0,16.0
11360,4988,20150325,20,36,6,1,17.5,17.5
11361,4989,20150325,20,6,6,1,20.75,20.75
11362,4990,20150325,21,15,6,1,20.75,20.75
11363,4991,20150325,21,2,6,1,16.75,16.75
11364,4991,20150325,21,33,6,1,20.5,20.5
11365,4992,20150325,21,37,6,1,9.75,9.75
11366,4992,20150325,21,52,6,1,12.5,12.5
11367,4993,20150325,21,61,6,1,12.5,12.5
11368,4994,20150325,21,25,6,1,10.5,10.5
11369,4994,20150325,21,39,6,1,15.25,15.25
11370,4995,20150325,21,50,6,1,16.5,16.5
11371,4995,20150325,21,39,6,1,15.25,15.25
11372,4996,20150325,22,80,6,1,16.75,16.75
11373,4997,20150326,11,27,6,1,16.5,16.5
11374,4998,20150326,11,75,6,1,17.95,17.95
11375,4999,20150326,11,23,6,1,16.0,16.0
11376,4999,20150326,11,25,6,1,10.5,10.5
11377,5000,20150326,11,47,6,1,16.25,16.25
11378,5000,20150326,11,25,6,1,10.5,10.5
11379,5001,20150326,11,10,6,1,12.75,12.75
11380,5002,20150326,11,3,6,1,20.75,20.75
11381,5002,20150326,11,37,6,1,9.75,9.75
11382,5003,20150326,11,11,6,1,16.75,16.75
11383,5003,20150326,11,24,6,1,20.5,20.5
11384,5003,20150326,11,54,6,1,20.75,20.75
11385,5003,20150326,11,58,6,1,12.25,12.25
11386,5004,20150326,12,34,6,1,11.0,11.0
11387,5005,20150326,12,55,6,1,12.5,12.5
11388,5006,20150326,12,84,6,1,20.25,20.25
11389,5006,20150326,12,94,6,1,12.0,12.0
11390,5007,20150326,12,39,6,1,15.25,15.25
11391,5008,20150326,12,45,6,1,23.65,23.65
11392,5008,20150326,12,37,6,1,9.75,9.75
11393,5009,20150326,12,9,6,1,20.75,20.75
11394,5009,20150326,12,15,6,1,20.75,20.75
11395,5010,20150326,12,16,6,1,12.75,12.75
11396,5011,20150326,12,1,6,1,12.75,12.75
11397,5011,20150326,12,37,6,1,9.75,9.75
11398,5011,20150326,12,63,6,1,20.75,20.75
11399,5011,20150326,12,13,6,1,12.75,12.75
11400,5011,20150326,12,66,6,1,20.75,20.75
11401,5012,20150326,13,89,6,1,16.5,16.5
11402,5013,20150326,13,6,6,1,20.75,20.75
11403,5013,20150326,13,51,6,1,20.75,20.75
11404,5013,20150326,13,87,6,1,20.25,20.25
11405,5013,20150326,13,58,6,1,12.25,12.25
11406,5014,20150326,13,90,6,1,20.75,20.75
11407,5015,20150326,13,30,6,1,20.5,20.5
11408,5015,20150326,13,63,6,1,20.75,20.75
11409,5016,20150326,13,85,6,1,12.0,12.0
11410,5017,20150326,13,19,6,1,12.0,12.0
11411,5017,20150326,13,47,6,1,16.25,16.25
11412,5017,20150326,13,6,6,1,20.75,20.75
11413,5017,20150326,13,24,6,1,20.5,20.5
11414,5017,20150326,13,23,6,1,16.0,16.0
11415,5017,20150326,13,28,6,1,12.0,12.0
11416,5017,20150326,13,51,6,1,20.75,20.75
11417,5017,20150326,13,87,6,1,20.25,20.25
11418,5017,20150326,13,58,6,1,12.25,12.25
11419,5017,20150326,13,18,6,1,20.75,20.75
11420,5017,20150326,13,17,6,1,16.75,16.75
11421,5017,20150326,13,41,6,1,16.0,16.0
11422,5018,20150326,14,66,6,1,20.75,20.75
11423,5019,20150326,14,3,6,1,20.75,20.75
11424,5019,20150326,14,11,6,1,16.75,16.75
11425,5019,20150326,14,26,6,1,13.25,13.25
11426,5019,20150326,14,62,6,1,16.5,16.5
11427,5020,20150326,14,6,6,1,20.75,20.75
11428,5021,20150326,14,2,6,1,16.75,16.75
11429,5021,20150326,14,80,6,1,16.75,16.75
11430,5022,20150326,14,4,6,1,12.75,12.75
11431,5022,20150326,14,64,6,1,12.5,12.5
11432,5022,20150326,14,91,6,1,12.0,12.0
11433,5023,20150326,14,47,6,1,16.25,16.25
11434,5023,20150326,14,5,6,1,16.75,16.75
11435,5024,20150326,14,74,6,1,14.75,14.75
11436,5024,20150326,14,13,6,1,12.75,12.75
11437,5025,20150326,14,50,6,1,16.5,16.5
11438,5026,20150326,15,8,6,1,16.75,16.75
11439,5026,20150326,15,53,6,1,16.5,16.5
11440,5027,20150326,15,79,6,1,12.75,12.75
11441,5028,20150326,15,45,6,1,23.65,23.65
11442,5028,20150326,15,58,6,1,12.25,12.25
11443,5029,20150326,15,33,6,1,20.5,20.5
11444,5030,20150326,16,12,6,1,20.75,20.75
11445,5030,20150326,16,74,6,1,14.75,14.75
11446,5030,20150326,16,15,6,1,20.75,20.75
11447,5030,20150326,16,18,6,1,20.75,20.75
11448,5031,20150326,16,79,6,1,12.75,12.75
11449,5031,20150326,16,43,6,1,25.5,25.5
11450,5032,20150326,16,27,6,1,16.5,16.5
11451,5032,20150326,16,15,6,1,20.75,20.75
11452,5033,20150326,16,47,6,1,16.25,16.25
11453,5033,20150326,16,55,6,1,12.5,12.5
11454,5034,20150326,16,23,6,1,16.0,16.0
11455,5034,20150326,16,26,6,1,13.25,13.25
11456,5034,20150326,16,83,6,1,16.0,16.0
11457,5034,20150326,16,63,6,1,20.75,20.75
11458,5035,20150326,17,66,6,1,20.75,20.75
11459,5036,20150326,17,5,6,1,16.75,16.75
11460,5036,20150326,17,72,6,1,18.5,18.5
11461,5036,20150326,17,25,6,1,10.5,10.5
11462,5036,20150326,17,37,6,1,9.75,9.75
11463,5037,20150326,17,66,6,1,20.75,20.75
11464,5038,20150326,17,30,6,1,20.5,20.5
11465,5038,20150326,17,33,6,1,20.5,20.5
11466,5039,20150326,17,25,6,1,10.5,10.5
11467,5039,20150326,17,62,6,1,16.5,16.5
11468,5039,20150326,17,66,6,1,20.75,20.75
11469,5040,20150326,17,19,6,1,12.0,12.0
11470,5041,20150326,17,37,6,1,9.75,9.75
11471,5042,20150326,17,1,6,1,12.75,12.75
11472,5043,20150326,17,80,6,1,16.75,16.75
11473,5044,20150326,17,12,6,1,20.75,20.75
11474,5044,20150326,17,34,6,1,11.0,11.0
11475,5045,20150326,18,23,6,1,16.0,16.0
11476,5046,20150326,18,5,6,1,16.75,16.75
11477,5047,20150326,18,2,6,1,16.75,16.75
11478,5047,20150326,18,8,6,1,16.75,16.75
11479,5048,20150326,18,23,6,1,16.0,16.0
11480,5048,20150326,18,39,6,1,15.25,15.25
11481,5048,20150326,18,15,6,1,20.75,20.75
11482,5048,20150326,18,18,6,1,20.75,20.75
11483,5049,20150326,18,27,6,1,16.5,16.5
11484,5050,20150326,18,76,6,1,12.0,12.0
11485,5050,20150326,18,28,6,1,12.0,12.0
11486,5050,20150326,18,67,6,1,12.5,12.5
11487,5051,20150326,18,4,6,1,12.75,12.75
11488,5051,20150326,18,56,6,1,16.5,16.5
11489,5052,20150326,18,19,6,1,12.0,12.0
11490,5053,20150326,18,19,6,1,12.0,12.0
11491,5054,20150326,19,50,6,1,16.5,16.5
11492,5055,20150326,19,19,6,1,12.0,12.0
11493,5055,20150326,19,18,6,1,20.75,20.75
11494,5056,20150326,20,2,6,1,16.75,16.75
11495,5056,20150326,20,57,6,1,20.75,20.75
11496,5056,20150326,20,63,6,1,20.75,20.75
11497,5056,20150326,20,13,6,1,12.75,12.75
11498,5057,20150326,20,25,6,1,10.5,10.5
11499,5057,20150326,20,84,6,1,20.25,20.25
11500,5057,20150326,20,91,6,1,12.0,12.0
11501,5057,20150326,20,16,6,1,12.75,12.75
11502,5058,20150326,20,19,6,1,12.0,12.0
11503,5058,20150326,20,76,6,1,12.0,12.0
11504,5058,20150326,20,93,6,1,20.25,20.25
11505,5059,20150326,20,27,6,1,16.5,16.5
11506,5059,20150326,20,30,6,1,20.5,20.5
11507,5060,20150326,20,87,6,1,20.25,20.25
11508,5061,20150326,21,13,6,1,12.75,12.75
11509,5062,20150327,11,27,5,1,16.5,16.5
11510,5063,20150327,11,64,5,1,12.5,12.5
11511,5063,20150327,11,18,5,1,20.75,20.75
11512,5063,20150327,11,42,5,1,20.5,20.5
11513,5064,20150327,11,8,5,1,16.75,16.75
11514,5065,20150327,12,42,5,1,20.5,20.5
11515,5066,20150327,12,47,5,1,16.25,16.25
11516,5066,20150327,12,4,5,1,12.75,12.75
11517,5066,20150327,12,30,5,1,20.5,20.5
11518,5066,20150327,12,50,5,1,16.5,16.5
11519,5066,20150327,12,49,5,1,12.5,12.5
11520,5066,20150327,12,87,5,1,20.25,20.25
11521,5066,20150327,12,32,5,1,16.0,16.0
11522,5066,20150327,12,38,5,1,12.5,12.5
11523,5066,20150327,12,60,5,1,20.25,20.25
11524,5066,20150327,12,59,5,1,16.25,16.25
11525,5066,20150327,12,14,5,1,16.75,16.75
11526,5066,20150327,12,93,5,1,20.25,20.25
11527,5066,20150327,12,95,5,1,16.0,16.0
11528,5067,20150327,12,27,5,1,16.5,16.5
11529,5068,20150327,12,76,5,1,12.0,12.0
11530,5068,20150327,12,69,5,1,20.75,20.75
11531,5069,20150327,12,22,5,1,12.0,12.0
11532,5070,20150327,12,65,5,1,16.5,16.5
11533,5071,20150327,12,22,5,1,12.0,12.0
11534,5071,20150327,12,60,5,1,20.25,20.25
11535,5071,20150327,12,66,5,1,20.75,20.75
11536,5072,20150327,12,58,5,1,12.25,12.25
11537,5073,20150327,12,72,5,1,18.5,18.5
11538,5074,20150327,13,56,5,1,16.5,16.5
11539,5075,20150327,13,22,5,1,12.0,12.0
11540,5075,20150327,13,49,5,1,12.5,12.5
11541,5076,20150327,13,75,5,1,17.95,17.95
11542,5076,20150327,13,30,5,1,20.5,20.5
11543,5076,20150327,13,92,5,1,16.0,16.0
11544,5077,20150327,13,6,5,1,20.75,20.75
11545,5077,20150327,13,32,5,1,16.0,16.0
11546,5077,20150327,13,59,5,1,16.25,16.25
11547,5077,20150327,13,58,5,1,12.25,12.25
11548,5078,20150327,13,90,5,1,20.75,20.75
11549,5079,20150327,13,72,5,1,18.5,18.5
11550,5079,20150327,13,79,5,1,12.75,12.75
11551,5079,20150327,13,63,5,1,20.75,20.75
11552,5079,20150327,13,14,5,1,16.75,16.75
11553,5080,20150327,13,5,5,1,16.75,16.75
11554,5080,20150327,13,78,5,1,20.25,20.25
11555,5080,20150327,13,37,5,1,9.75,9.75
11556,5080,20150327,13,54,5,1,20.75,20.75
11557,5080,20150327,13,13,5,1,12.75,12.75
11558,5080,20150327,13,66,5,1,20.75,20.75
11559,5080,20150327,13,96,5,1,20.25,20.25
11560,5081,20150327,13,29,5,1,16.0,16.0
11561,5082,20150327,14,89,5,1,16.5,16.5
11562,5083,20150327,14,62,5,1,16.5,16.5
11563,5084,20150327,14,57,5,1,20.75,20.75
11564,5085,20150327,14,25,5,1,10.5,10.5
11565,5085,20150327,14,94,5,1,12.0,12.0
11566,5086,20150327,15,76,5,1,12.0,12.0
11567,5087,20150327,16,72,5,1,18.5,18.5
11568,5087,20150327,16,51,5,1,20.75,20.75
11569,5087,20150327,16,66,5,1,20.75,20.75
11570,5088,20150327,16,8,5,1,16.75,16.75
11571,5088,20150327,16,64,5,1,12.5,12.5
11572,5089,20150327,16,8,5,1,16.75,16.75
11573,5089,20150327,16,23,5,1,16.0,16.0
11574,5089,20150327,16,42,5,1,20.5,20.5
11575,5090,20150327,16,76,5,1,12.0,12.0
11576,5090,20150327,16,39,5,1,15.25,15.25
11577,5091,20150327,16,3,5,1,20.75,20.75
11578,5091,20150327,16,75,5,1,17.95,17.95
11579,5091,20150327,16,80,5,1,16.75,16.75
11580,5091,20150327,16,36,5,1,17.5,17.5
11581,5092,20150327,16,14,5,1,16.75,16.75
11582,5092,20150327,16,64,5,1,12.5,12.5
11583,5093,20150327,16,22,5,1,12.0,12.0
11584,5094,20150327,17,5,1,1,16.75,16.75
11585,5094,20150327,17,72,1,1,18.5,18.5
11586,5095,20150327,17,27,1,1,16.5,16.5
11587,5095,20150327,17,87,1,1,20.25,20.25
11588,5095,20150327,17,60,1,1,20.25,20.25
11589,5095,20150327,17,14,1,1,16.75,16.75
11590,5096,20150327,17,24,1,1,20.5,20.5
11591,5096,20150327,17,22,1,1,12.0,12.0
11592,5096,20150327,17,92,1,1,16.0,16.0
11593,5097,20150327,17,67,1,1,12.5,12.5
11594,5098,20150327,17,3,1,1,20.75,20.75
11595,5099,20150327,17,3,1,1,20.75,20.75
11596,5099,20150327,17,14,1,1,16.75,16.75
11597,5099,20150327,17,43,1,1,25.5,25.5
11598,5100,20150327,17,26,1,1,13.25,13.25
11599,5100,20150327,17,84,1,1,20.25,20.25
11600,5100,20150327,17,64,1,1,12.5,12.5
11601,5100,20150327,17,18,1,1,20.75,20.75
11602,5101,20150327,17,14,1,1,16.75,16.75
11603,5102,20150327,17,26,1,1,13.25,13.25
11604,5102,20150327,17,43,1,1,25.5,25.5
11605,5103,20150327,17,49,1,1,12.5,12.5
11606,5104,20150327,17,72,1,1,18.5,18.5
11607,5104,20150327,17,75,1,1,17.95,17.95
11608,5104,20150327,17,53,1,1,16.5,16.5
11609,5104,20150327,17,90,1,1,20.75,20.75
11610,5105,20150327,17,86,1,1,16.0,16.0
11611,5105,20150327,17,37,1,1,9.75,9.75
11612,5105,20150327,17,92,1,1,16.0,16.0
11613,5106,20150327,18,91,1,1,12.0,12.0
11614,5107,20150327,18,35,1,1,14.5,14.5
11615,5107,20150327,18,37,1,1,9.75,9.75
11616,5107,20150327,18,58,1,1,12.25,12.25
11617,5107,20150327,18,90,1,1,20.75,20.75
11618,5108,20150327,18,72,1,1,18.5,18.5
11619,5108,20150327,18,30,1,1,20.5,20.5
11620,5108,20150327,18,94,1,1,12.0,12.0
11621,5109,20150327,18,76,1,1,12.0,12.0
11622,5109,20150327,18,50,1,1,16.5,16.5
11623,5109,20150327,18,92,1,1,16.0,16.0
11624,5109,20150327,18,94,1,1,12.0,12.0
11625,5110,20150327,18,72,1,1,18.5,18.5
11626,5110,20150327,18,37,1,1,9.75,9.75
11627,5110,20150327,18,94,1,1,12.0,12.0
11628,5111,20150327,18,23,1,1,16.0,16.0
11629,5111,20150327,18,14,1,1,16.75,16.75
11630,5111,20150327,18,66,1,1,20.75,20.75
11631,5112,20150327,18,28,1,1,12.0,12.0
11632,5113,20150327,19,14,1,1,16.75,16.75
11633,5114,20150327,19,19,1,1,12.0,12.0
11634,5114,20150327,19,80,1,1,16.75,16.75
11635,5115,20150327,19,38,1,1,12.5,12.5
11636,5116,20150327,19,57,1,1,20.75,20.75
11637,5116,20150327,19,40,1,1,12.0,12.0
11638,5116,20150327,19,95,1,1,16.0,16.0
11639,5117,20150327,19,22,1,1,12.0,12.0
11640,5118,20150327,19,10,1,1,12.75,12.75
11641,5118,20150327,19,84,1,1,20.25,20.25
11642,5118,20150327,19,35,1,1,14.5,14.5
11643,5118,20150327,19,53,1,1,16.5,16.5
11644,5119,20150327,19,5,1,1,16.75,16.75
11645,5119,20150327,19,89,1,1,16.5,16.5
11646,5120,20150327,19,47,1,1,16.25,16.25
11647,5120,20150327,19,29,1,1,16.0,16.0
11648,5120,20150327,19,56,1,1,16.5,16.5
11649,5120,20150327,19,58,1,1,12.25,12.25
11650,5121,20150327,20,2,1,1,16.75,16.75
11651,5121,20150327,20,26,1,1,13.25,13.25
11652,5121,20150327,20,30,1,1,20.5,20.5
11653,5122,20150327,20,38,1,1,12.5,12.5
11654,5122,20150327,20,90,1,1,20.75,20.75
11655,5123,20150327,20,3,1,1,20.75,20.75
11656,5123,20150327,20,29,1,1,16.0,16.0
11657,5123,20150327,20,87,1,1,20.25,20.25
11658,5124,20150327,20,11,1,1,16.75,16.75
11659,5124,20150327,20,76,1,1,12.0,12.0
11660,5124,20150327,20,65,1,1,16.5,16.5
11661,5124,20150327,20,67,1,1,12.5,12.5
11662,5125,20150327,21,31,1,1,12.0,12.0
11663,5126,20150327,21,12,1,1,20.75,20.75
11664,5126,20150327,21,93,1,1,20.25,20.25
11665,5127,20150327,21,1,1,1,12.75,12.75
11666,5127,20150327,21,10,1,1,12.75,12.75
11667,5128,20150327,21,66,1,1,20.75,20.75
11668,5129,20150327,22,83,1,1,16.0,16.0
11669,5129,20150327,22,36,1,1,17.5,17.5
11670,5129,20150327,22,43,1,1,25.5,25.5
11671,5130,20150327,22,19,1,1,12.0,12.0
11672,5130,20150327,22,66,1,1,20.75,20.75
11673,5131,20150327,22,19,1,1,12.0,12.0
11674,5132,20150327,22,75,1,1,17.95,17.95
11675,5132,20150327,22,68,1,1,16.5,16.5
11676,5133,20150328,11,91,1,1,12.0,12.0
11677,5134,20150328,12,25,1,1,10.5,10.5
11678,5135,20150328,12,18,1,1,20.75,20.75
11679,5136,20150328,12,1,1,1,12.75,12.75
11680,5136,20150328,12,5,1,1,16.75,16.75
11681,5136,20150328,12,10,1,1,12.75,12.75
11682,5136,20150328,12,72,1,1,18.5,18.5
11683,5136,20150328,12,75,1,1,17.95,17.95
11684,5136,20150328,12,86,1,1,16.0,16.0
11685,5136,20150328,12,54,1,1,20.75,20.75
11686,5137,20150328,12,5,1,1,16.75,16.75
11687,5137,20150328,12,72,1,2,18.5,37.0
11688,5137,20150328,12,55,1,1,12.5,12.5
11689,5137,20150328,12,58,1,1,12.25,12.25
11690,5137,20150328,12,18,1,1,20.75,20.75
11691,5137,20150328,12,42,1,1,20.5,20.5
11692,5138,20150328,12,24,1,1,20.5,20.5
11693,5138,20150328,12,76,1,1,12.0,12.0
11694,5138,20150328,12,31,1,1,12.0,12.0
11695,5138,20150328,12,92,1,1,16.0,16.0
11696,5139,20150328,12,87,1,1,20.25,20.25
11697,5140,20150328,12,75,1,1,17.95,17.95
11698,5140,20150328,12,94,1,1,12.0,12.0
11699,5141,20150328,12,2,1,1,16.75,16.75
11700,5141,20150328,12,27,1,1,16.5,16.5
11701,5141,20150328,12,25,1,1,10.5,10.5
11702,5142,20150328,13,2,1,1,16.75,16.75
11703,5142,20150328,13,39,1,1,15.25,15.25
11704,5142,20150328,13,66,1,1,20.75,20.75
11705,5142,20150328,13,90,1,1,20.75,20.75
11706,5143,20150328,13,93,1,1,20.25,20.25
11707,5144,20150328,13,31,1,1,12.0,12.0
11708,5145,20150328,14,95,1,1,16.0,16.0
11709,5146,20150328,14,50,1,1,16.5,16.5
11710,5146,20150328,14,16,1,1,12.75,12.75
11711,5146,20150328,14,40,1,1,12.0,12.0
11712,5147,20150328,14,13,1,1,12.75,12.75
11713,5148,20150328,14,11,1,1,16.75,16.75
11714,5149,20150328,14,38,1,1,12.5,12.5
11715,5149,20150328,14,64,1,1,12.5,12.5
11716,5149,20150328,14,88,1,1,12.5,12.5
11717,5149,20150328,14,43,1,1,25.5,25.5
11718,5150,20150328,15,24,1,1,20.5,20.5
11719,5150,20150328,15,38,1,1,12.5,12.5
11720,5151,20150328,15,2,1,1,16.75,16.75
11721,5151,20150328,15,37,1,1,9.75,9.75
11722,5151,20150328,15,92,1,1,16.0,16.0
11723,5152,20150328,15,77,1,1,16.0,16.0
11724,5152,20150328,15,83,1,1,16.0,16.0
11725,5152,20150328,15,66,1,1,20.75,20.75
11726,5153,20150328,15,72,1,1,18.5,18.5
11727,5154,20150328,15,50,1,1,16.5,16.5
11728,5154,20150328,15,38,1,1,12.5,12.5
11729,5154,20150328,15,89,1,1,16.5,16.5
11730,5155,20150328,16,86,1,1,16.0,16.0
11731,5155,20150328,16,89,1,1,16.5,16.5
11732,5156,20150328,16,2,1,1,16.75,16.75
11733,5156,20150328,16,19,1,1,12.0,12.0
11734,5156,20150328,16,66,1,1,20.75,20.75
11735,5156,20150328,16,18,1,1,20.75,20.75
11736,5157,20150328,16,19,1,1,12.0,12.0
11737,5157,20150328,16,38,1,1,12.5,12.5
11738,5158,20150328,16,3,1,1,20.75,20.75
11739,5158,20150328,16,49,1,1,12.5,12.5
11740,5158,20150328,16,36,1,1,17.5,17.5
11741,5159,20150328,16,65,1,1,16.5,16.5
11742,5160,20150328,16,5,1,1,16.75,16.75
11743,5160,20150328,16,23,1,1,16.0,16.0
11744,5160,20150328,16,87,1,1,20.25,20.25
11745,5160,20150328,16,60,1,1,20.25,20.25
11746,5161,20150328,16,51,1,1,20.75,20.75
11747,5161,20150328,16,63,1,1,20.75,20.75
11748,5161,20150328,16,65,1,1,16.5,16.5
11749,5161,20150328,16,89,1,1,16.5,16.5
11750,5162,20150328,16,36,1,1,17.5,17.5
11751,5163,20150328,17,41,1,1,16.0,16.0
11752,5164,20150328,17,58,1,1,12.25,12.25
11753,5165,20150328,17,82,1,1,12.0,12.0
11754,5165,20150328,17,56,1,1,16.5,16.5
11755,5165,20150328,17,40,1,1,12.0,12.0
11756,5166,20150328,17,56,1,1,16.5,16.5
11757,5166,20150328,17,65,1,1,16.5,16.5
11758,5166,20150328,17,16,1,1,12.75,12.75
11759,5167,20150328,17,3,1,1,20.75,20.75
11760,5167,20150328,17,18,1,1,20.75,20.75
